order_number,quantity_ordered,price_each,order_line_number,sales,order_date,status,qtr_id,month_id,year_id,product_line,msrp,product_code,customer_name,phone,addresss_line1,addresss_line2,city,state,postal_code,country,territory,contact_last_name,contact_first_name,deal_size,week_day,month
10287,24,100,3,3516.48,2004-08-30,Shipped,3,8,2004,Classic Cars,142,S18_1984,Vida Sport Ltd,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,Monday,August
10301,47,100,7,7488.04,2003-10-05,Shipped,4,10,2003,Classic Cars,142,S18_1984,Norway Gifts By Mail Co.,+47 2212 1555,Drammensveien 126 A PB 744 Sentrum,,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Large,Sunday,October
10310,24,100,1,3448.0799999999999,2004-10-16,Shipped,4,10,2004,Classic Cars,142,S18_1984,Toms Spezialitten Ltd,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Saturday,October
10321,25,100,9,3734,2004-11-04,Shipped,4,11,2004,Classic Cars,142,S18_1984,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,Thursday,November
10331,30,32.469999999999999,8,974.10000000000002,2004-11-17,Shipped,4,11,2004,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,Wednesday,November
10342,22,100,3,3160.7399999999998,2004-11-24,Shipped,4,11,2004,Classic Cars,142,S18_1984,Australian Collectors Co.,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,Wednesday,November
10356,27,64.689999999999998,2,1746.6300000000001,2004-12-09,Shipped,4,12,2004,Classic Cars,142,S18_1984,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,Thursday,December
10366,34,100,3,4207.8400000000001,2005-01-10,Shipped,1,1,2005,Classic Cars,142,S18_1984,Royale Belge,(071) 23 67 2555,Boulevard Tirou 255,,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,Monday,January
10377,36,100,6,4352.7600000000002,2005-02-09,Shipped,1,2,2005,Classic Cars,142,S18_1984,Toys of Finland Co.,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,Wednesday,February
10390,34,43.049999999999997,15,1463.7,2005-03-04,Shipped,1,3,2005,Classic Cars,142,S18_1984,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Friday,March
10406,48,100,2,7169.2799999999997,2005-04-15,Disputed,2,4,2005,Classic Cars,142,S18_1984,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,Friday,April
10419,34,100,4,4594.7600000000002,2005-05-17,Shipped,2,5,2005,Classic Cars,142,S18_1984,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,Tuesday,May
10104,24,100,8,3457.9200000000001,2003-01-31,Shipped,1,1,2003,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Friday,January
10115,46,100,4,7381.1599999999999,2003-04-04,Shipped,2,4,2003,Classic Cars,163,S18_2238,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Large,Friday,April
10127,45,100,10,7146.8999999999996,2003-06-03,Shipped,2,6,2003,Classic Cars,163,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Large,Tuesday,June
10141,39,100,4,5938.5299999999997,2003-08-01,Shipped,3,8,2003,Classic Cars,163,S18_2238,Suominen Souveniers,+358 9 8045 555,Software Engineering Center SEC Oy,,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,Friday,August
10151,43,100,2,7110.9099999999999,2003-09-21,Shipped,3,9,2003,Classic Cars,163,S18_2238,Oulu Toy Supplies Inc.,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Large,Sunday,September
10165,29,100,11,5032.9499999999998,2003-10-22,Shipped,4,10,2003,Classic Cars,163,S18_2238,Dragon Souveniers Ltd.,+65 221 7555,Bronz Sok. Bronz Apt. 3/6 Tesvikiye,,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Wednesday,October
10176,20,100,10,3667.5999999999999,2003-11-06,Shipped,4,11,2003,Classic Cars,163,S18_2238,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,Thursday,November
10184,46,100,5,7381.1599999999999,2003-11-14,Shipped,4,11,2003,Classic Cars,163,S18_2238,Iberia Gift Imports Corp.,(95) 555 82 82,C/ Romero 33,,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Large,Friday,November
10195,27,100,5,5128.1099999999997,2003-11-25,Shipped,4,11,2003,Classic Cars,163,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,Tuesday,November
10207,44,100,6,7060.2399999999998,2003-12-09,Shipped,4,12,2003,Classic Cars,163,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Large,Tuesday,December
10219,43,100,1,8448.6399999999994,2004-02-10,Shipped,1,2,2004,Classic Cars,163,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Large,Tuesday,February
10230,49,100,8,7300.5100000000002,2004-03-15,Shipped,1,3,2004,Classic Cars,163,S18_2238,Blauer See Auto Co.,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,Monday,March
10246,40,100,4,6549.1999999999998,2004-05-05,Shipped,2,5,2004,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Wednesday,May
10259,30,100,3,5697.8999999999996,2004-06-15,Shipped,2,6,2004,Classic Cars,163,S18_2238,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Tuesday,June
10271,50,100,4,9169,2004-07-20,Shipped,3,7,2004,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,Tuesday,July
10282,23,100,13,3238.6300000000001,2004-08-20,Shipped,3,8,2004,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Friday,August
10292,26,100,7,4554.9399999999996,2004-09-08,Shipped,3,9,2004,Classic Cars,163,S18_2238,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Wednesday,September
10305,27,100,4,3934.4400000000001,2004-10-13,Shipped,4,10,2004,Classic Cars,163,S18_2238,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Wednesday,October
10314,42,100,13,5776.2600000000002,2004-10-22,Shipped,4,10,2004,Classic Cars,163,S18_2238,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,Friday,October
10324,47,100,8,7207.4499999999998,2004-11-05,Shipped,4,11,2004,Classic Cars,163,S18_2238,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Large,Friday,November
10336,49,100,6,7460.7399999999998,2004-11-20,Shipped,4,11,2004,Classic Cars,163,S18_2238,La Corne D'abondance Co.,(1) 42.34.2555,265 boulevard Charonne,,Paris,,75012,France,EMEA,Bertrand,Marie,Large,Saturday,November
10349,38,100,8,6719.54,2004-12-01,Shipped,4,12,2004,Classic Cars,163,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Wednesday,December
10358,20,100,10,2428,2004-12-10,Shipped,4,12,2004,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Friday,December
10371,25,100,7,2602.25,2005-01-23,Shipped,1,1,2005,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Sunday,January
10382,25,88,5,2200,2005-02-17,Shipped,1,2,2005,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Thursday,February
10412,41,100,4,6712.9300000000003,2005-05-03,Shipped,2,5,2005,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Tuesday,May
10425,28,100,3,5318.04,2005-05-31,In Process,2,5,2005,Classic Cars,163,S18_2238,La Rochelle Gifts,40.67.8555,67 rue des Cinquante Otages,,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Tuesday,May
10100,50,67.799999999999997,2,3390,2003-01-06,Shipped,1,1,2003,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,Monday,January
10110,32,50.25,6,1608,2003-03-18,Shipped,1,3,2003,Vintage Cars,60,S18_2248,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Tuesday,March
10124,42,53.880000000000003,5,2262.96,2003-05-21,Shipped,2,5,2003,Vintage Cars,60,S18_2248,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,Wednesday,May
10149,24,62.359999999999999,10,1496.6400000000001,2003-09-12,Shipped,3,9,2003,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,Friday,September
10162,27,69.620000000000005,8,1879.74,2003-10-18,Shipped,4,10,2003,Vintage Cars,60,S18_2248,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Saturday,October
10173,26,57.509999999999998,12,1495.26,2003-11-05,Shipped,4,11,2003,Vintage Cars,60,S18_2248,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Wednesday,November
10182,38,61.149999999999999,9,2323.6999999999998,2003-11-12,Shipped,4,11,2003,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Wednesday,November
10193,42,59.329999999999998,13,2491.8600000000001,2003-11-21,Shipped,4,11,2003,Vintage Cars,60,S18_2248,Australian Collectables Ltd,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Friday,November
10204,23,71.439999999999998,3,1643.1199999999999,2003-12-02,Shipped,4,12,2003,Vintage Cars,60,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small,Tuesday,December
10214,21,62.960000000000001,6,1322.1600000000001,2004-01-26,Shipped,1,1,2004,Vintage Cars,60,S18_2248,Corrida Auto Replicas Ltd,(91) 555 22 82,C/ Araquil 67,,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Monday,January
10227,28,50.850000000000001,9,1423.8,2004-03-02,Shipped,1,3,2004,Vintage Cars,60,S18_2248,Saveley & Henriot Co.,78.32.5555,2 rue du Commerce,,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Tuesday,March
10241,33,72.650000000000006,1,2397.4499999999998,2004-04-13,Shipped,2,4,2004,Vintage Cars,60,S18_2248,Mini Caravy,88.60.1555,24 place Kluber,,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,Tuesday,April
10280,25,62.960000000000001,15,1574,2004-08-17,Shipped,3,8,2004,Vintage Cars,60,S18_2248,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Tuesday,August
10288,28,61.75,4,1729,2004-09-01,Shipped,3,9,2004,Vintage Cars,60,S18_2248,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,Wednesday,September
10303,46,49.039999999999999,2,2255.8400000000001,2004-10-06,Shipped,4,10,2004,Vintage Cars,60,S18_2248,Iberia Gift Imports Corp.,(95) 555 82 82,C/ Romero 33,,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,Wednesday,October
10312,30,61.149999999999999,16,1834.5,2004-10-21,Shipped,4,10,2004,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Thursday,October
10332,38,84.25,9,3201.5,2004-11-17,Shipped,4,11,2004,Vintage Cars,60,S18_2248,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Wednesday,November
10344,40,56.909999999999997,2,2276.4000000000001,2004-11-25,Shipped,4,11,2004,Vintage Cars,60,S18_2248,Marseille Mini Autos,91.24.4555,12 rue des Bouchers,,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,Thursday,November
10367,45,100,4,8884.7999999999993,2005-01-12,Resolved,1,1,2005,Vintage Cars,60,S18_2248,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Large,Wednesday,January
10379,27,49.299999999999997,1,1331.0999999999999,2005-02-10,Shipped,1,2,2005,Vintage Cars,60,S18_2248,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Thursday,February
10407,42,72.650000000000006,1,3051.3000000000002,2005-04-22,On Hold,2,4,2005,Vintage Cars,60,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,Friday,April
10420,36,63.57,4,2288.52,2005-05-29,In Process,2,5,2005,Vintage Cars,60,S18_2248,Souveniers And Things Co.,+61 2 9495 8555,Monitor Money Building 815 Pacific Hwy,Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Sunday,May
10104,29,100,12,3772.6100000000001,2003-01-31,Shipped,1,1,2003,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Friday,January
10114,39,100,3,4164.4200000000001,2003-04-01,Shipped,2,4,2003,Trucks and Buses,122,S18_2319,La Corne D'abondance Co.,(1) 42.34.2555,265 boulevard Charonne,,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,Tuesday,April
10127,45,100,14,6295.9499999999998,2003-06-03,Shipped,2,6,2003,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Tuesday,June
10141,47,100,8,6287.6599999999999,2003-08-01,Shipped,3,8,2003,Trucks and Buses,122,S18_2319,Suominen Souveniers,+358 9 8045 555,Software Engineering Center SEC Oy,,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,Friday,August
10151,49,100,6,5412.54,2003-09-21,Shipped,3,9,2003,Trucks and Buses,122,S18_2319,Oulu Toy Supplies Inc.,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Sunday,September
10165,46,100,15,5984.1400000000003,2003-10-22,Shipped,4,10,2003,Trucks and Buses,122,S18_2319,Dragon Souveniers Ltd.,+65 221 7555,Bronz Sok. Bronz Apt. 3/6 Tesvikiye,,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Wednesday,October
10175,48,100,4,5891.04,2003-11-06,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,Stylish Desk Decors Co.,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,Thursday,November
10184,46,100,9,5984.1400000000003,2003-11-14,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,Iberia Gift Imports Corp.,(95) 555 82 82,C/ Romero 33,,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Friday,November
10195,35,100,9,3608.1500000000001,2003-11-25,Shipped,4,11,2003,Trucks and Buses,122,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,Tuesday,November
10207,43,100,10,5752.54,2003-12-09,Shipped,4,12,2003,Trucks and Buses,122,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,Tuesday,December
10229,26,100,4,3765.3200000000002,2004-03-11,Shipped,1,3,2004,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Thursday,March
10246,22,98.180000000000007,8,2159.96,2004-05-05,Shipped,2,5,2004,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Wednesday,May
10259,34,99.409999999999997,7,3379.9400000000001,2004-06-15,Shipped,2,6,2004,Trucks and Buses,122,S18_2319,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Tuesday,June
10271,50,100,8,5093.5,2004-07-20,Shipped,3,7,2004,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Tuesday,July
10281,48,100,4,5773.4399999999996,2004-08-19,Shipped,3,8,2004,Trucks and Buses,122,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,Thursday,August
10292,41,100,11,4528.8599999999997,2004-09-08,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Wednesday,September
10305,36,100,8,4816.0799999999999,2004-10-13,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Wednesday,October
10313,29,100,2,3416.7800000000002,2004-10-22,Shipped,4,10,2004,Trucks and Buses,122,S18_2319,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,Friday,October
10324,33,37.479999999999997,10,1236.8399999999999,2004-11-05,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small,Friday,November
10334,46,100,6,5814.8599999999997,2004-11-19,On Hold,4,11,2004,Trucks and Buses,122,S18_2319,Volvo Model Replicas Co,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Friday,November
10349,38,100,7,5223.4799999999996,2004-12-01,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Wednesday,December
10358,20,36.420000000000002,11,728.39999999999998,2004-12-10,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Friday,December
10370,22,100,5,3949,2005-01-20,Shipped,1,1,2005,Trucks and Buses,122,S18_2319,Anna's Decorations Ltd,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,Thursday,January
10383,27,100,11,3843.9899999999998,2005-02-22,Shipped,1,2,2005,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Tuesday,February
10412,56,98.180000000000007,8,5498.0799999999999,2005-05-03,Shipped,2,5,2005,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Tuesday,May
10425,38,99.409999999999997,7,3777.5799999999999,2005-05-31,In Process,2,5,2005,Trucks and Buses,122,S18_2319,La Rochelle Gifts,40.67.8555,67 rue des Cinquante Otages,,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Tuesday,May
10101,25,100,4,3782,2003-01-09,Shipped,1,1,2003,Vintage Cars,127,S18_2325,Blauer See Auto Co.,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,Thursday,January
10110,33,100,4,3859.6799999999998,2003-03-18,Shipped,1,3,2003,Vintage Cars,127,S18_2325,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Tuesday,March
10124,42,100,3,4431.8400000000001,2003-05-21,Shipped,2,5,2003,Vintage Cars,127,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium,Wednesday,May
10149,33,100,8,4950.3299999999999,2003-09-12,Shipped,3,9,2003,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium,Friday,September
10162,38,100,6,4299.6999999999998,2003-10-18,Shipped,4,10,2003,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,Saturday,October
10173,31,100,10,4492.8299999999999,2003-11-05,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Wednesday,November
10182,20,100,7,2212,2003-11-12,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Wednesday,November
10193,44,100,11,4642.8800000000001,2003-11-21,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Australian Collectables Ltd,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,Friday,November
10204,26,100,1,3206.3200000000002,2003-12-02,Shipped,4,12,2003,Vintage Cars,127,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Tuesday,December
10214,27,100,4,3604.23,2004-01-26,Shipped,1,1,2004,Vintage Cars,127,S18_2325,Corrida Auto Replicas Ltd,(91) 555 22 82,C/ Araquil 67,,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Monday,January
10227,46,100,7,7017.7600000000002,2004-03-02,Shipped,1,3,2004,Vintage Cars,127,S18_2325,Saveley & Henriot Co.,78.32.5555,2 rue du Commerce,,Lyon,,69004,France,EMEA,Saveley,Mary,Large,Tuesday,March
10243,47,100,2,6154.1800000000003,2004-04-26,Shipped,2,4,2004,Vintage Cars,127,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,Monday,April
10280,37,100,13,4750.8000000000002,2004-08-17,Shipped,3,8,2004,Vintage Cars,127,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,Tuesday,August
10288,31,100,2,3822.9200000000001,2004-09-01,Shipped,3,9,2004,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Wednesday,September
10304,24,100,17,2440.8000000000002,2004-10-11,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,67 avenue de l'Europe,,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Monday,October
10312,31,100,14,4729.3599999999997,2004-10-21,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Thursday,October
10322,50,100,6,12536.5,2004-11-04,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Large,Thursday,November
10332,35,64.689999999999998,8,2264.1500000000001,2004-11-17,Shipped,4,11,2004,Vintage Cars,127,S18_2325,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Wednesday,November
10344,30,100,3,3928.1999999999998,2004-11-25,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,12 rue des Bouchers,,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,Thursday,November
10356,29,100,3,3630.2199999999998,2004-12-09,Shipped,4,12,2004,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,Thursday,December
10367,27,100,5,4196.0699999999997,2005-01-12,Resolved,1,1,2005,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,Wednesday,January
10380,40,100,10,4931.6000000000004,2005-02-16,Shipped,1,2,2005,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Wednesday,February
10390,31,98.989999999999995,16,3068.6900000000001,2005-03-04,Shipped,1,3,2005,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Friday,March
10409,6,100,2,785.63999999999999,2005-04-23,Shipped,2,4,2005,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,Saturday,April
